title	sound	episodetype	episodenumber	episodedate	time	person	timestampurl	image
GET IT GET IT GET IT GET IT!!	JasonNash_GetItGetItGetIt.mp3	H3Show	32	07-22-2024	4275	Jason Nash	https://youtu.be/RMnIW8Xs7uA&t=4275	
GO! GO!!!	JasonNash_GoGO.mp3	H3Show	32	07-22-2024	4275	Jason Nash	https://youtu.be/RMnIW8Xs7uA&t=4275	
Hoy I'M JASON YANG	JasonYang_Hi.mp3	Unknown	1	05-05-2015	0	Jason Yang	https://youtu.be/zOYZ3XMGjUM&t=0	
Now entering GLIZZY OVERDRIVE	JasonReborn_FullGlizzyOverDrive.mp3	AfterDark	117	08-25-2023	3859	Jason.Reborn	https://www.youtube.com/watch?v=HbATtwgldBw&t=3859	
*INTENSE GLIZZY NOISES*	JasonReborn_GlizzyOverdriveConsumption.mp3	AfterDark	117	08-25-2023	3877	Jason.Reborn	https://www.youtube.com/watch?v=HbATtwgldBw&t=3877	
Oh God...	JayShetty_OhGod.mp3	SYNT	97	02-20-2025	5249	Jay Shetty	https://youtu.be/vVaHCn3smdE&t=5249	
That's so scary!	JayShetty_ThatsSoScary.mp3	SYNT	97	02-20-2025	7334	Jay Shetty	https://youtu.be/vVaHCn3smdE&t=7334	
Okay Ethan	JeffWittek_OkayEthan.mp3	Frenemies	26	03-21-2021	7844	Jeff Wittek	https://www.youtube.com/watch?v=0XCZ-t5e-fI&t=7844	
That is so crazy	JesseLeePeterson_ThatIsSoCrazy.mp3	H3TV	108	02-20-2024	3474	Jesse Lee Peterson	https://www.youtube.com/watch?v=B3FlUe8izyI&t=3474	
Lesbians	JesseLeePeterson_Lesbians.mp3	H3TV	71	04-03-2023	5825	Jesse Lee Peterson	https://youtu.be/bVCmTR9UumY&t=5825	
Amazin'!	JesseLeePeterson_Amazin.mp3	H3TV	71	04-03-2023	5858	Jesse Lee Peterson	https://youtu.be/bVCmTR9UumY&t=5858	
*Does God know youre gay?*	JesseLeePeterson_DoesGodKnowYoureGay.mp3	H3TV	70	03-27-2023	3555	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3555	
I didnt know you were gay!	JesseLeePeterson_IDidntKnowYouWereGay.mp3	H3TV	70	03-27-2023	3555	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3555	
Thas Min Blowin	JesseLeePeterson_MindBlowin.mp3	H3TV	70	03-27-2023	3514	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3514	
REeAAally?!	JesseLeePeterson_Reaaaally.mp3	H3TV	70	03-27-2023	3514	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3514	
REeAAally?! Thas Min Blowin	JesseLeePeterson_REAALLYThatsMindblowin.mp3	H3TV	70	03-27-2023	3514	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3514	
You Gay?	JesseLeePeterson_YouGay.mp3	H3TV	70	03-27-2023	3555	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3555	
You Gaaay?!	JesseLeePeterson_YouGay2.mp3	H3TV	70	03-27-2023	3555	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3555	
BETA	JesseLeePeterson_BETA.mp3	Unknown	1	05-05-2015	0	Jesse Lee Peterson	https://youtu.be/zOYZ3XMGjUM&t=0	
HE CANT KEEP GETTING AWAY WITH IT	JessePinkman_HeCantKeepGettingAwayWithIt.mp3	Podcast	238	03-04-2021	480	Jesse Pinkman	https://www.youtube.com/watch?v=6woMi_8VjJw&t=480	
WAN	Jidion_Wan.mp3	H3TV	47	08-15-2022	2553	Jidion	https://youtu.be/IFfxLKkYh8Q&t=2553	
WDan	Jidion_WDan.mp3	H3TV	47	08-15-2022	2553	Jidion	https://youtu.be/IFfxLKkYh8Q&t=2553	
UhHHhp	JimmieLee_UHHHP.mp3	OTR	105	02-21-2024	1096	Jimmie Lee	https://www.youtube.com/watch?v=8ZkY_nHj3vY&t=1096	
Stop with the tomatoes!	JimmieLee_StopWithTheTomatoes.mp3	Live	1	06-23-2023	5414	Jimmie Lee	https://youtu.be/ShNedjrsI_E&t=5414	
All different flavors 2	JimmieLee_AllDifferentFlavors2.mp3	Podcast	262	12-14-2022	5449	Jimmie Lee	https://youtu.be/5J1FoJhOkwg&t=5449	
AudioAudioAudio	JimmieLee_AudioAudioAudio.mp3	OTR	29	03-30-2022	3007	Jimmie Lee	https://www.youtube.com/watch?v=kWqTHAD8C0k&t=3007	
I Got my Eye on You	JimmieLee_GotMyEyeOnYou.mp3	OTR	29	03-30-2022	3667	Jimmie Lee	https://www.youtube.com/watch?v=kWqTHAD8C0k&t=3667	
All different flavors #1	JimmieLee_AllDifferentFlavors1.mp3	Podcast	20	08-13-2017	1631	Jimmie Lee	https://youtu.be/rq8HL3jVy-M&t=1631	
Shoot the Son of a Bitch!	JimmieLee_ShootTheSonOfABitch.mp3	Unknown	1	05-05-2015	0	Jimmie Lee	https://youtu.be/zOYZ3XMGjUM&t=0	
MAYO FOR SAM!!	JoeBiden_MayoForSam.mp3	H3TV	73	04-17-2023	10773	Joe Biden	https://youtu.be/SasopDoAz14&t=10773	
Benefits Everybody	JoeBiden_BenefitsEverybody.mp3	AfterDark	36	05-13-2021	4806	Joe Biden	https://www.youtube.com/watch?v=4CP_nl037_c&t=4806	
Guess what It grows the economy	JoeBiden_GuessWhatItGrowsTheEconomy.mp3	AfterDark	36	05-13-2021	4806	Joe Biden	https://www.youtube.com/watch?v=4CP_nl037_c&t=4806	
Hurts nobody	JoeBiden_HurtsNobody.mp3	AfterDark	36	05-13-2021	4806	Joe Biden	https://www.youtube.com/watch?v=4CP_nl037_c&t=4806	
Dans a good man	JoeBiden_DansAGoodMan.mp3	AfterDark	28	03-19-2021	435	Joe Biden	https://www.youtube.com/watch?v=iKpd0ZTpkp8&t=435	
Cmon Man	JoeBiden_CmonMan.mp3	AfterDark	20	01-21-2021	7	Joe Biden	https://www.youtube.com/watch?v=1G3nt39Fd0o&t=7	
Youre a lying dog face pony soldier	JoeBiden_DogFaceLyingPonySoldier.mp3	Podcast	180	03-07-2020	1700	Joe Biden	https://youtu.be/dn0c1-TaHSQ&t=1700	
Get your words straight Jack	JoeBiden_GetYourWordsStraightJack.mp3	Podcast	164	12-07-2019	4810	Joe Biden	https://youtu.be/q_q99sLLKm8&t=4810	
Look fat heres the deal	JoeBiden_LookFat.mp3	Podcast	164	12-07-2019	4867	Joe Biden	https://youtu.be/q_q99sLLKm8&t=4867	
I got hairy legs	JoeBiden_IGotHairyLegs.mp3	Podcast	163	12-04-2019	4738	Joe Biden	https://youtu.be/kWGaJlTjGBQ&t=4738	
I love kids jumping on my lap	JoeBiden_ILoveKidsJumpinOnMyLap.mp3	Podcast	163	12-04-2019	4765	Joe Biden	https://youtu.be/kWGaJlTjGBQ&t=4765	
That-Th-ThatThat...	JoeBiden_ThatThThatThat.mp3	Podcast	163	12-04-2019	4738	Joe Biden	https://youtu.be/kWGaJlTjGBQ&t=4738	
Go to Joe 30330	JoeBiden_GoToJoe30330.mp3	Podcast	133	08-09-2019	2598	Joe Biden	https://youtu.be/pKt615DRnV4&t=2598	
SODA!!	Biden_SODA.mp3	Unknown	1	05-05-2015	0	Joe Biden	https://youtu.be/zOYZ3XMGjUM&t=0	
Eat out my ass	JoePesci_EatOutMyAss.mp3	AfterDark	7	10-02-2020	2876	Joe Pesci	https://www.youtube.com/watch?v=_uMN_NAThww&t=2876	
Its the bitches thatll getcha	JoePesci_ItsTheBitchesThatllGetcha.mp3	AfterDark	7	10-02-2020	2937	Joe Pesci	https://www.youtube.com/watch?v=_uMN_NAThww&t=2937	
Were the last line of defense - This is where the woke meets the wall	JoeRogan_WhereTheWokeMeetsTheWall.mp3	OTR	99	01-10-2024	6463	Joe Rogan	https://www.youtube.com/watch?v=GBj19zjrWzQ&t=6463	
Why does it lie?	JoeRogan_OhWhyDoesItLie.mp3	SYNT	11	12-27-2022	1197	Joe Rogan	https://youtu.be/Yrof_UwWYCI&t=1197	
It's crazy	JoeRogan_ItsCrazy.mp3	SYNT	11	12-27-2022	1148	Joe Rogan	https://youtu.be/Yrof_UwWYCI&t=1148	
I'm such a sucker	JoeRogan_ImSuchASucker.mp3	SYNT	11	12-27-2022	1206	Joe Rogan	https://youtu.be/Yrof_UwWYCI&t=1206	
Shh! Shh! (Kettlebell workout)	JoeRogan_Shh.mp3	H3TV	61	12-13-2022	4462	Joe Rogan	https://youtu.be/Jw8hmuc39kM&t=4462	
5% difference is Astronomical	JoeRogan_FivePercentDifferentIsAstronomical.mp3	AfterDark	42	06-24-2021	9070	Joe Rogan	https://www.youtube.com/watch?v=-I_xmrcEAdU&t=9070	
5% means everything	JoeRogan_FivePercentMeansEverything.mp3	AfterDark	42	06-24-2021	9070	Joe Rogan	https://www.youtube.com/watch?v=-I_xmrcEAdU&t=9070	
Im not a doctor Im a fucking moron	JoeRogan_ImNotADoctor.mp3	AfterDark	37	05-21-2021	4350	Joe Rogan	https://youtu.be/SaC97huq9Ss&t=4350	
Put the Photo Up	JoeRogan_PutThePhotoUp.mp3	Unknown	1	05-05-2015	0	Joe Rogan	https://youtu.be/zOYZ3XMGjUM&t=0	
You got a Problem Because Hes Got a Big Dick	JoeRogan_YouGotAProblemBecauseHesGotABigDick.mp3	Unknown	1	05-05-2015	0	Joe Rogan	https://youtu.be/zOYZ3XMGjUM&t=0	
Shorts and a Large Hog	JoeRogan_ShortsAndLargeHog.mp3	Unknown	1	05-05-2015	0	Joe Rogan	https://youtu.be/zOYZ3XMGjUM&t=0	
Showing His Hog	JoeRogan_ShowingHisHog.mp3	Unknown	1	05-05-2015	0	Joe Rogan	https://youtu.be/zOYZ3XMGjUM&t=0	
Fucking Sucking Chaos	JoeRogan_FuckingSuckingChaos.mp3	Unknown	1	05-05-2015	0	Joe Rogan	https://youtu.be/zOYZ3XMGjUM&t=0	
A dick in briefs!	JoeRogan_ADickInBriefs.mp3	Unknown	1	05-05-2015	0	Joe Rogan	https://youtu.be/zOYZ3XMGjUM&t=0	
Shredded, With a Large Hog	JoeRogan_ShreddedWithALargeHog.mp3	Unknown	1	05-05-2015	0	Joe Rogan	https://youtu.be/zOYZ3XMGjUM&t=0	
Bear!	JoeRogan_BearNoise.mp3	Unknown	1	05-05-2015	0	Joe Rogan	https://youtu.be/zOYZ3XMGjUM&t=0	
With her boob coming out	JoeySalads_WithHerBoobComingOut.mp3	EthanAndHila	3	03-07-2016	78	Joey Salads	https://youtu.be/nHHzQ8VPtAs&t=78	
With Her Boob Comin' Out	JoeySalads_WithHerBoobComingOut.mp3	Unknown	1	05-05-2015	0	Joey Salads	https://youtu.be/zOYZ3XMGjUM&t=0	
Im going to give you the blowjob of your life	SenatorJohnKennedy_BlowJobOfYourLife.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I cant wait to have your cock in my mouth	SenatorJohnKennedy_ICantWaitToHaveYourCockInMyMouth.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I got a new strap on harness today	SenatorJohnKennedy_IGotANewStrapOnHarnessToday.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I got some lube on and got him on his knees	SenatorJohnKennedy_IGotSomeLubeOnAndGotHimOnHisKnees.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I pulled out of him and kissed him while he masturbated	SenatorJohnKennedy_IPullOutOfHimAndKissedHimWhileHeMasturbated.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I want you inside of me	SenatorJohnKennedy_IWantYouInsideOfMe.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
He asked me to turn over while he slipped a condom on himself	SenatorJohnKennedy_SlippedACondomOn.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
He got on top and slowly inserted himself into me	SenatorJohnKennedy_SlowlyInsertedIntoMe.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
This was MY ASS	SenatorJohnKennedy_ThisWasMyAss.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
Grumpy	JohnnyDepp_Grumpy.mp3	H3TV	35	05-09-2022	8216	Johnny Depp	https://youtu.be/wzc8f4B--AU&t=8216	
Human Fecal Matter	JohnnyDep_HumanFecalMatter.mp3	AfterDark	70	04-22-2022	10683	Johnny Depp	https://www.youtube.com/watch?v=Q_GoixIfwoY&t=10683	
The Carnivore diet will fix that	JordanPeterson_TheCarnivoreDietWillFixThat.mp3	H3Show	38	08-05-2024	3047	Jordan Peterson	https://youtu.be/W7LVYdyWwFU&t=3047	
You can't have a wood burning fireplace!	JordanPeterson_YouCantHaveAWoodBurningFireplace.mp3	H3Show	14	05-22-2024	3766	Jordan Peterson	https://youtu.be/dTNUv14yoKI&t=3766	
You can take the ULTIMATE load	JordanPeterson_TakeTheUltimateLoad.mp3	OTR	107	03-06-2024	5281	Jordan Peterson	https://www.youtube.com/watch?v=7H2vgnSz0tg&t=5281	
It was in June this year	JordanPeterson_ItWasInJuneThisYear.mp3	OTR	53	10-19-2022	2312	Jordan Peterson	https://www.youtube.com/watch?v=Hj7Tx9D8G-s&t=2312	
Rats will dance for money if you pay them	JordanPeterson_RatsWillDanceForMoney.mp3	OTR	51	10-05-2022	663	Jordan Peterson	https://www.youtube.com/watch?v=NI1UG6QGdr8&t=663	
Cut them off	JordanPeterson_CutThemOff.mp3	Leftovers	19	07-21-2022	6488	Jordan Peterson	https://www.youtube.com/watch?v=Yb4bqqyH8_Y&t=6488	
Joker Church	JordanPeterson_JokerChurch.mp3	AfterDark	77	07-15-2022	7814	Jordan Peterson	https://www.youtube.com/watch?v=VHkpIXco8Ks&t=7814	
Up yours woke moralists	JordanPeterson_UpYoursWokeMoralists.mp3	OTR	41	07-06-2022	10311	Jordan Peterson	https://www.youtube.com/watch?v=Hu_V2NwLnYk&t=10311	
What rules you sons a bitches	JordanPeterson_WhatRulesYouSonsABitches.mp3	OTR	41	07-06-2022	6938	Jordan Peterson	https://www.youtube.com/watch?v=Hu_V2NwLnYk&t=6938	
Sorry not beautiful	JordanPeterson_SorryNotBeautiful.mp3	Leftovers	16	06-09-2022	2750	Jordan Peterson	https://www.youtube.com/watch?v=LBCEZEni_5Q&t=2750	
I saw my maternal grandmother...	JordanPeterson_Grandma.mp3	AfterDark	73	05-20-2022	2742	Jordan Peterson	https://www.youtube.com/watch?v=eZYbxWxDG3I&t=2742	
What the hell are we gonna do without men	JordanPeterson_WhatAreWeGonnaDoWithoutMen.mp3	H3TV	12	10-18-2021	657	Jordan Peterson	https://youtu.be/_QK5EmPCd9g&t=657	
Fuck you BUCKO!	JordanPeterson_FuckYouBucko.mp3	Unknown	1	05-05-2015	0	Jordan Peterson	https://youtu.be/zOYZ3XMGjUM&t=0	
A DILF?!	JordanPeterson_ADILF.mp3	Unknown	1	05-05-2015	0	Jordan Peterson	https://youtu.be/zOYZ3XMGjUM&t=0	
You Have to Use Pronouns!	JordanPeterson_YouHaveToUsePronouns.mp3	Unknown	1	05-05-2015	0	Jordan Peterson	https://youtu.be/zOYZ3XMGjUM&t=0	
If I speak I am in big trouble	JoseMourinho_IfISpeakIAmInBigTrouble.mp3	OTR	51	10-05-2022	7105	Jose Mourinho	https://www.youtube.com/watch?v=NI1UG6QGdr8&t=7105	
Oh My God, thank you for the gifted sub!	JustTree411_OhMyGodThankYouForTheGiftedSubs.mp3	H3Show	1	04-22-2024	6477	Just Tree 411	https://www.youtube.com/watch?v=0lt0tTr-lj4&t=6477s	
Yay I got a subscriber!	JustTree411_YayIGotASubscriber.mp3	H3Show	1	04-22-2024	4451	Just Tree 411	https://youtu.be/0lt0tTr-lj4&t=4451	
Baby I wasnt trying	JustinBeiber_BabyIWasntLying.mp3	Families	4	07-14-2021	4914	Justin Bieber	https://youtu.be/OJo0Z90eWDE&t=4914	
Oh my God, We're Almost at 400	Kaceytron_AlmostAt400.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
Jokes on you Motherfucker, I'm Already Broke Dumbass	Kaceytron_AlreadyBrokeDumbass.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
An Attack on Me is an Attack on Everyone	Kaceytron_AttackOnMeOnEverybody.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
An Attack on Me is an Attack on All Humanity	Kaceytron_AttackOnMeOnHumanity.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
It Just Doesn't Make Sense	Kaceytron_DoesntMakeSense.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
Don't Mess With Me	Kaceytron_DontMessWithMe.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
His Wife!	Kaceytron_HisWife.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
I am Nobody to be Messed With	Kaceytron_IAmNobodyToBeMessedWith.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
I Literally am Every Woman	Kaceytron_ImLiterallyEveryWoman.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
Can the Incels Stop Coming in Here and Killing the Vibes?	Kaceytron_IncelsKillingTheVibe.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
Moron	Kaceytron_Moron.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
Whatever	Kaceytron_Whateverrrr.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
What is Happening, I'm Trying to Follow, I've Lost the Plot	Kaceytron_WhatIsHappeningLostThePlot.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
What the Fuck is Going on Here?	Kaceytron_WhatTheFuckIsGoingOn.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
This is Ridiculous	Kaceytron_ThisIsRidiculous.mp3	Unknown	1	05-05-2015	0	KaceyTron	https://youtu.be/zOYZ3XMGjUM&t=0	
He takes that 5%	KalliMetz_HeTakesThat5Percent.mp3	AfterDark	41	06-18-2021	2339	Kalli Metz	https://www.youtube.com/watch?v=8aCfvBnOcnU&t=2339	
Do Not Cum	KamalaHarris_DoNotCum.mp3	Unknown	1	05-05-2015	0	Kamala Harris	https://youtu.be/zOYZ3XMGjUM&t=0	
Now What?	Kanye_NowWhat.mp3	Unknown	1	05-05-2015	0	Kanye West	https://youtu.be/zOYZ3XMGjUM&t=0	
In the Discord!	Keemstar_InTheDiscord.mp3	H3Show	119	03-07-2025	6839	Keemstar	https://youtu.be/ZDnseOSdk_8&t=6839	
50 GIFTED SUBS!!!!	Keemstar_50GIFTED.mp3	H3Show	111	02-17-2025	767	Keemstar	https://youtu.be/N2W4RJ2tEnY&t=767	
SHUT UP, I'M PLAYING THE FUCKING INTRO	Keemstar_ShutUpImPlayingTheIntro.mp3	H3Show	97	01-10-2025	2636	Keemstar	https://youtu.be/wv76IVGoaeY&t=2636	
SHUT UP	Keemstar_SHUTUP.mp3	H3Show	97	01-10-2025	2636	Keemstar	https://youtu.be/wv76IVGoaeY&t=2636	
SHUT THE FUCK UP	Keemstar_ShutTheFuckUp.mp3	H3Show	97	01-10-2025	2636	Keemstar	https://youtu.be/wv76IVGoaeY&t=2636	
You went and saw wicked?!	Keemstar_YouDidntSeeGladiator2.mp3	H3Show	86	11-27-2024	1461	Keemstar	https://youtu.be/P62RrxPzQR8&t=1461	
16 is the age of consent	Keemstar_16IsTheAgeOfConsent.mp3	AfterDark	94	02-03-2023	9610	Keemstar	https://www.youtube.com/watch?v=gBqepGXLnos&t=9610	
The Pufferfish, right?	Keemstar_ThePufferfish.mp3	OTR	56	11-30-2022	5071	Keemstar	https://www.youtube.com/watch?v=0TyXVP4OYNM&t=5071	
That Makes Sense	Keemstar_ThatMakesSense.mp3	H3TV	59	11-28-2022	4995	Keemstar	https://youtu.be/LY0H8sBnbZY&t=4995	
An acoustic version or some shit	Keemstar_AcousticVersion.mp3	H3TV	59	11-28-2022	5607	Keemstar	https://youtu.be/LY0H8sBnbZY&t=5607	
Chat is right!!	Keemstar_ChatIsRightImDisabled.mp3	H3TV	59	11-28-2022	9651	Keemstar	https://youtu.be/LY0H8sBnbZY&t=9651	
It's the biggest drinking night of the year	Keemstar_ItsTheBiggestDrinkingNightOfTheYear.mp3	H3TV	59	11-28-2022	6837	Keemstar	https://youtu.be/LY0H8sBnbZY&t=6837	
Baby, I need a Juul pod!!	Keemstar_BabyINeedAJuulPod.mp3	H3TV	59	11-28-2022	5237	Keemstar	https://youtu.be/LY0H8sBnbZY&t=5237	
I'm drunk	Keemstar_ImDrunk.mp3	H3TV	59	11-28-2022	3773	Keemstar	https://youtu.be/LY0H8sBnbZY&t=3773	
*Screaming*	Keemstar_Screaming.mp3	H3TV	44	07-25-2022	7018	Keemstar	https://youtu.be/3tiiER1zHfE&t=7018	
The Hannah we know?	Keemstar_TheHannahWeKnow.mp3	AfterDark	78	07-22-2022	3411	Keemstar	https://www.youtube.com/watch?v=M3NLg8ZTigQ&t=3411	
Cant wait to report your death HE-HA!	Keemstar_CantWaitToReportYourDeath.mp3	H3TV	30	04-04-2022	5025	Keemstar	https://youtu.be/ulmY5h0M4co&t=5025	
This dumb motherfucker AB	Keemstar_ThisDumbFuckerAB.mp3	H3TV	30	04-04-2022	7714	Keemstar	https://youtu.be/ulmY5h0M4co&t=7714	
There's a clip, go look for the clip!	Keemstar_TheresTheClip.mp3	H3TV	30	04-04-2022	8003	Keemstar	https://youtu.be/ulmY5h0M4co&t=8003	
Why are you so cute when you talk shit	Keemstar_WhyAreYouSoCuteWhenYouTalkShit.mp3	H3TV	24	02-21-2022	6369	Keemstar	https://youtu.be/WmcJ_kZGVvE&t=6369	
Im busted	Keemstar_ImBusted.mp3	OTR	22	12-15-2021	4258	Keemstar	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=4258	
SO FRUSTRATING	Keemstar_SOFRUSTRATING.mp3	OTR	22	12-15-2021	4258	Keemstar	https://www.youtube.com/watch?v=tI_5oCeF_g4&t=4258	
ANIMALS DIE	Keemstar_ANIMALSDIE.mp3	OTR	17	11-04-2021	1370	Keemstar	https://www.youtube.com/watch?v=oHU006rCb2c&t=1370	
MURDER ANIMALS	Keemstar_MURDERANIMALS.mp3	OTR	17	11-04-2021	1277	Keemstar	https://www.youtube.com/watch?v=oHU006rCb2c&t=1277	
In a book HUH	Keemstar_ItWasUsedInABookHUH.mp3	H3TV	7	09-07-2021	3708	Keemstar	https://youtu.be/d9Y0O-FtKvA&t=3708	
Box me bitch	Keemstar_BoxMeBitch.mp3	OTR	9	08-26-2021	1008	Keemstar	https://www.youtube.com/watch?v=btR1WbNWzKc&t=1008	
That crypto shit	Keemstar_ThatCryptoShit.mp3	OTR	9	08-26-2021	1298	Keemstar	https://www.youtube.com/watch?v=btR1WbNWzKc&t=1298	
Its like a Romeo Julia	Keemstar_ItsLikeARomeoJulia.mp3	Podcast	231	01-16-2021	1756	Keemstar	https://youtu.be/PUMB9LNlEhM&t=1756	
GARBAGE	Keemstar_GARBAGE.mp3	Frenemies	15	01-05-2021	2580	Keemstar	https://www.youtube.com/watch?v=1gzsFgZ6_ds&t=2580	
Death to all Jews	Keemstar_DeathToAllJews.mp3	AfterDark	10	10-30-2020	873	Keemstar	https://www.youtube.com/watch?v=Xsda33d1UXQ&t=873	
I FUCKED UP	Keemstar_IFuckedUp.mp3	Unknown	1	05-05-2015	0	Keemstar	https://youtu.be/zOYZ3XMGjUM&t=0	
Bad Emma Panda	Keemstar_BadEmmaPanda.mp3	Unknown	1	05-05-2015	0	Keemstar	https://youtu.be/zOYZ3XMGjUM&t=0	
Conteeent	Keemstar_Conteeeeent.mp3	Unknown	1	05-05-2015	0	Keemstar	https://youtu.be/zOYZ3XMGjUM&t=0	
This is a Boring Clip, Get me the Meat of the Clip	Keemstar_MeatOfTheClip.mp3	Unknown	1	05-05-2015	0	Keemstar	https://youtu.be/zOYZ3XMGjUM&t=0	
Muta-da-har	Keemstar_Mutatehar.mp3	Unknown	1	05-05-2015	0	Keemstar	https://youtu.be/zOYZ3XMGjUM&t=0	
Alright No No Fucking No	Keemstar_NoNoFuckingNoNo.mp3	Unknown	1	05-05-2015	0	Keemstar	https://youtu.be/zOYZ3XMGjUM&t=0	
Fast as Fuck Boi	Keemstar_ImFastAsFuckBoii.mp3	Unknown	1	05-05-2015	0	Keemstar	https://youtu.be/zOYZ3XMGjUM&t=0	
There's the Clip, go Look For the Clip!	Keemstar_TheresAClip.mp3	Unknown	1	05-05-2015	0	Keemstar	https://youtu.be/zOYZ3XMGjUM&t=0	
Yikes!	Keemstar_Yikes.mp3	Unknown	1	05-05-2015	0	Keemstar	https://youtu.be/zOYZ3XMGjUM&t=0	
Do you see it	KennethCopeland_DoItSeeIt.mp3	OTR	11	09-09-2021	3613	Kenneth Copeland	https://www.youtube.com/watch?v=AFkY41u0LGA&t=3613	
Im healed in the name of Jesus	KennethCopeland_ImHealedInTheNameOfJesus.mp3	Podcast	235	02-11-2021	1160	Kenneth Copeland	https://youtu.be/3tqvNI1HIcI&t=1160	
COVID 19	KennethCopeland_COVID19.mp3	Podcast	232	01-20-2021	4457	Kenneth Copeland	https://youtu.be/MHYpRIt7o_k&t=4457	
Jesus is your source	KennethCopeland_JesusIsYourSource.mp3	Podcast	232	01-20-2021	890	Kenneth Copeland	https://youtu.be/MHYpRIt7o_k&t=890	
Watch that demon die	KennethCopeland_WatchThatDemonDie.mp3	Podcast	232	01-20-2021	4281	Kenneth Copeland	https://youtu.be/MHYpRIt7o_k&t=4281	
What are we gonna do	KennethCopeland_WhatAreWeGonnaDo.mp3	Podcast	232	01-20-2021	884	Kenneth Copeland	https://youtu.be/MHYpRIt7o_k&t=884	
Hah Hah	KennethCopeland_HaaaHaaa.mp3	AfterDark	13	11-20-2020	1922	Kenneth Copeland	https://www.youtube.com/watch?v=34lUUDBPjZg&t=1922	
From death to life	KennethCopeland_FromDeathToLife.mp3	Unknown	1	05-05-2015	0	Kenneth Copeland	https://youtu.be/zOYZ3XMGjUM&t=0	
Speared to DEATH!	KennethCopeland_SpearedToDeath.mp3	Unknown	1	05-05-2015	0	Kenneth Copeland	https://youtu.be/zOYZ3XMGjUM&t=0	
Burn, burn	KennethCopeland_BurnBurn.mp3	Unknown	1	05-05-2015	0	Kenneth Copeland	https://youtu.be/zOYZ3XMGjUM&t=0	
Grandpas feeling a little frisky	KidRock_GrandpasFeelingALittleFrisky.mp3	Podcast	269	04-07-2023	2950	Kid Rock	https://youtu.be/iq9a-cP0T2g&t=2950	
It seems like nobody wants to work these days	KimKardashian_NobodyWantsToWorkTheseDays.mp3	AfterDark	68	03-18-2022	13198	Kim Kardashian	https://www.youtube.com/watch?v=_VovzI50yC4&t=13198	
