title	sound	episodetype	episodenumber	episodedate	time	person	timestampurl	image
I know Ethan hates me now	MoistCritical_EthanHatesMeNow.mp3	H3Show	15	05-24-2024	6226	Moist Critical	https://youtu.be/iiz9Gispe5I&t=6226	
RUDY COFFEE!	RudyGiuliani_RUDYCOFFEE.mp3	H3Show	14	05-22-2024	3206	Rudy Giuliani	https://youtu.be/dTNUv14yoKI&t=3206	
Chocolatey	RudyGiuliani_Chocolatey.mp3	H3Show	14	05-22-2024	3210	Rudy Giuliani	https://youtu.be/dTNUv14yoKI&t=3210	
You can't have a wood burning fireplace!	JordanPeterson_YouCantHaveAWoodBurningFireplace.mp3	H3Show	14	05-22-2024	3766	Jordan Peterson	https://youtu.be/dTNUv14yoKI&t=3766	
Lets assume I was gay	FreshAndFit_LetsAssumeIWasGay.mp3	H3Show	13	05-20-2024	7023	Fresh and Fit	https://youtu.be/_0wT8yg4k3I&t=7023	
It's a professional computer	Vitaly_ItsAProfessionalComputer.mp3	H3Show	12	05-17-2024	11219	Vitaly	https://youtu.be/iJsDndyIKKM&t=11219	
WHAT DO YOU WANT FROM ME?!	LewisSaunderson_WhatDoYouWantFromMe.mp3	H3Show	9	05-10-2024	5928	Lewis Saunderson	https://youtu.be/-69bFbVEwhU&t=5928	
Scream #1	Grimes_Scream1.mp3	H3Show	6	05-03-2024	10948	Grimes	https://youtu.be/dQO5biMTtsY&t=10948	
Scream #2	Grimes_Scream2.mp3	H3Show	6	05-03-2024	10948	Grimes	https://youtu.be/dQO5biMTtsY&t=10948	
Scream #3	Grimes_Scream3.mp3	H3Show	6	05-03-2024	10948	Grimes	https://youtu.be/dQO5biMTtsY&t=10948	
She thought I looked good!	MelissaMcCarthy_SheThoughtILookedGood.mp3	H3Show	6	05-03-2024	1408	Melissa McCarthy	https://youtu.be/dQO5biMTtsY&t=1408	
Cheeto	XQC_Cheetoh.mp3	H3Show	6	05-03-2024	6795	XQC	https://youtu.be/dQO5biMTtsY&t=6795	
*The RING DINGER*	Chiropractor_TheRingDinger.mp3	H3Show	4	04-29-2024	933	Chiropractor	https://youtu.be/XPR4gCC10jc?t=933	
The whistle goes WOOOOOO!	BubbRubbAndLilSis_TheWhistlesGoWoo.mp3	H3Show	2	04-24-2024	11649	Bubb Rubb & Lil Sis	https://youtu.be/x2cyP6KJ0Uc&t=11649	
Oh My God, thank you for the gifted sub!	JustTree411_OhMyGodThankYouForTheGiftedSubs.mp3	H3Show	1	04-22-2024	6477	Just Tree 411	https://www.youtube.com/watch?v=0lt0tTr-lj4&t=6477s	
Yay I got a subscriber!	JustTree411_YayIGotASubscriber.mp3	H3Show	1	04-22-2024	4451	Just Tree 411	https://youtu.be/0lt0tTr-lj4&t=4451	
*Screams as car runs over foot	RichardSimons_Screaming.mp3	H3TV	113	04-01-2024	7433	Richard Simmons	https://www.youtube.com/watch?v=zkoKnz5zE3o&t=7433	
Hold my fart like a bong rip	CandaceOwens_AndHoldMyFartLikeABongRip.mp3	OTR	109	03-20-2024	420	Candace Owens	https://www.youtube.com/watch?v=VN3bWz5HfBI&t=420	
You can take the ULTIMATE load	JordanPeterson_TakeTheUltimateLoad.mp3	OTR	107	03-06-2024	5281	Jordan Peterson	https://www.youtube.com/watch?v=7H2vgnSz0tg&t=5281	
Saudia Arabia and Russia will re-be-doog awhhh	Trump_SaudiArabiaAndRussiaWillReBeDoop.mp3	OTR	107	03-06-2024	5467	Donald Trump	https://www.youtube.com/watch?v=7H2vgnSz0tg&t=5467	
UhHHhp	JimmieLee_UHHHP.mp3	OTR	105	02-21-2024	1096	Jimmie Lee	https://www.youtube.com/watch?v=8ZkY_nHj3vY&t=1096	
That is so crazy	JesseLeePeterson_ThatIsSoCrazy.mp3	H3TV	108	02-20-2024	3474	Jesse Lee Peterson	https://www.youtube.com/watch?v=B3FlUe8izyI&t=3474	
Tacoma Wept	Vaush_TakomaWept.mp3	AfterDark	136	02-09-2024	8748	Vaush	https://www.youtube.com/watch?v=H61pA1ZPTs8&t=8748	
Bryce hall, the most popular, the coolest...	RyanKavanaugh_BryceHallTheMostPopularTheCoolest.mp3	OTR	103	02-07-2024	7421	Ryan Kavanaugh	https://www.youtube.com/watch?v=a2aX3RGRWSg&t=7421	
If I see a black pilot...	CharlieKirk_IfISeeABlackPilot.mp3	H3TV	105	01-29-2024	5772	Charlie Kirk	https://www.youtube.com/watch?v=k1VrTaTohWA&t=5772	
Im from the HEEEART of Brooklyn!	EthanBradberry_TheHeartOfBrooklyn.mp3	H3TV	105	01-29-2024	1173	Ethan Bradberry	https://www.youtube.com/watch?v=k1VrTaTohWA&t=1173	
I was shooting ropes bro	Nate_IWasShootingRopesBro.mp3	H3Show	103	01-29-2024	1907	Nate	https://youtu.be/oDdnL6Pd9qU&t=1907	
♪ IMAGINE IF NINJA GOT A LOW TAPER FADE ♪	Ericdoa_ImagineIfNinjaGotALowTaperFade.mp3	OTR	100	01-17-2024	6265	Ericdoa	https://www.youtube.com/watch?v=cfZM73q7NOc&t=6265	
I have grown up with Megaman	Dan_IHaveGrownUpWithMegaMan.mp3	OTR	100	01-17-2024	1974	Dan	https://www.youtube.com/watch?v=cfZM73q7NOc&t=1974	
Were the last line of defense - This is where the woke meets the wall	JoeRogan_WhereTheWokeMeetsTheWall.mp3	OTR	99	01-10-2024	6463	Joe Rogan	https://www.youtube.com/watch?v=GBj19zjrWzQ&t=6463	
No - Ethan thats not how that works	JakeDoolittle_NoEthanThatsNotHowThatWorks.mp3	H3TV	103	01-08-2024	10012	Jake Doolittle	https://www.youtube.com/watch?v=WuaEyOStUds&t=10012	
OooOoOops	JakeDoolittle_Ooooops.mp3	H3TV	103	01-08-2024	13046	Jake Doolittle	https://www.youtube.com/watch?v=WuaEyOStUds&t=13046	
... When I was giving it to your FUCKING MOM!	Tipster_GivingItToYourMom.mp3	H3TV	103	01-08-2024	12510	Tipster	https://www.youtube.com/watch?v=WuaEyOStUds&t=12510	
I want to fuck this bitch	Fidias_IWantToFuckThisBitch.mp3	AfterDark	131	12-15-2023	5349	Fidias	https://www.youtube.com/watch?v=evmZ3TGPbbk&t=5349	
Margot Robbie...	Fidias_MargotRobbie.mp3	AfterDark	131	12-15-2023	5349	Fidias	https://www.youtube.com/watch?v=evmZ3TGPbbk&t=5349	
Shut up silly woman	Trump_ShutupSillyWoman.mp3	OTR	98	12-13-2023	2962	Donald Trump	https://www.youtube.com/watch?v=vL8FTN9O4ms&t=2962	
I said no pickles...	TheGoodDoctor_ISaidNoPickles.mp3	H3TV	102	12-11-2023	6808	The Good Doctor	https://www.youtube.com/watch?v=_uO9aEEOUa8&t=6808	
Come out in the name of jesus!	BigNik_ComeOutRightNowInTheNameOfJesus.mp3	H3TV	101	12-04-2023	9010	Big Nik	https://www.youtube.com/watch?v=uvV6dwI6auI&t=9010	
*OOOOOOUUUUUGGGGHHHH*	BigNik_OOOOUUUUUGH.mp3	H3TV	101	12-04-2023	9010	Big Nik	https://www.youtube.com/watch?v=uvV6dwI6auI&t=9010	
♪ AlLlL I NeeEEEd iS the RYThM DIViNE!! ... ♪	EnriqueIglesias_SingingPoorly.mp3	OTR	96	11-29-2023	743	Enrique Iglesias	https://www.youtube.com/watch?v=Z17qb2ybiuI&t=743	
$28 A LOT for some Cookies	MoistCritical_CookieRant.mp3	H3TV	99	11-20-2023	10981	Moist Critical	https://www.youtube.com/watch?v=npYrseihU8E&t=10981	
I think the angels threw her down...	CurtisAtwood_AngelsThrewHerDown.mp3	H3TV	98	11-13-2023	3588	Curtis Atwood	https://www.youtube.com/watch?v=v97xGpOpzuM&t=3588	
Some people are not motivated by growth	AdamGrant_SomePeopleAreNotMotivatedByGrowth.mp3	H3TV	98	11-13-2023	1017	Adam Grant	https://www.youtube.com/watch?v=v97xGpOpzuM&t=1017	
*Unemployment Rant*	Boogie_UnemploymentRant.mp3	OTR	93	11-08-2023	10917	Boogie2988	https://www.youtube.com/watch?v=FCzT_C9CJew&t=10917	
It's interestingeh	Fidias_ItsInteresting.mp3	OTR	93	11-08-2023	7167	Fidias	https://www.youtube.com/watch?v=FCzT_C9CJew&t=7167	
It's still real to me DAMMIT!	Misc_ItsStillRealToMeDammit.mp3	AfterDark	126	11-03-2023	2140	Misc	https://www.youtube.com/watch?v=3SwwKqSeF6c&t=2140	
Turn up the mic!!	Trump_TurnUpTheMic.mp3	Leftovers	61	10-12-2023	12819	Donald Trump	https://www.youtube.com/watch?v=JFznOHunD_c&t=12819	
♪ And you lift us from the grouund ♪	BigNik_AndYouLiftUsFromTheGround.mp3	OTR	89	10-11-2023	6634	Big Nik	https://www.youtube.com/watch?v=YmbtrKQIgd8&t=6634	
A nightmare... A nightmare.	Dream_ANightmareANightmare.mp3	H3TV	93	10-09-2023	9297	Dream	https://www.youtube.com/watch?v=ZNFeRPMOu8g&t=9297	
I cant breath when youre not there!	Dream_ICantBreathWhenYoureNotThere1.mp3	H3TV	93	10-09-2023	9249	Dream	https://www.youtube.com/watch?v=ZNFeRPMOu8g&t=9249	
I cant BREATH WHEN YOURE NOT THEeeRe!	Dream_ICantBreathWhenYoureNotThere2.mp3	H3TV	93	10-09-2023	9300	Dream	https://www.youtube.com/watch?v=ZNFeRPMOu8g&t=9300	
I cant sleep its a nightmare!	Dream_ICantSleepItsANightmare.mp3	H3TV	93	10-09-2023	9288	Dream	https://www.youtube.com/watch?v=ZNFeRPMOu8g&t=9288	
Youre not there... Youre not there.	Dream_YoureNotThere.mp3	H3TV	93	10-09-2023	9342	Dream	https://www.youtube.com/watch?v=ZNFeRPMOu8g&t=9342	
A crane fuckin smashed him right in his head	LilMo_ACraneSmashedHimRightInHisHead.mp3	OTR	87	09-27-2023	11049		https://www.youtube.com/watch?v=R8Y-ih8DLlc&t=11049	
You want some fucking teeth?	DrKennySmiles_SoYouWantSomeFuckingTeeth.mp3	H3TV	91	09-25-2023	9666	Dr Kenny Smiles	https://www.youtube.com/watch?v=qbDqgYZBEeY&t=9666	
Okay, I like it, Picasso	ItsReefa_OkayILikeItPicasso.mp3	AfterDark	120	09-15-2023	6451	itsreefa	https://www.youtube.com/watch?v=-pPIPXwK1wQ&t=6451	
What's this?!	ItsReefa_WhatsThis.mp3	AfterDark	120	09-15-2023	6451	itsreefa	https://www.youtube.com/watch?v=-pPIPXwK1wQ&t=6451	
Im going to give you the blowjob of your life	SenatorJohnKennedy_BlowJobOfYourLife.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I cant wait to have your cock in my mouth	SenatorJohnKennedy_ICantWaitToHaveYourCockInMyMouth.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I got a new strap on harness today	SenatorJohnKennedy_IGotANewStrapOnHarnessToday.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I got some lube on and got him on his knees	SenatorJohnKennedy_IGotSomeLubeOnAndGotHimOnHisKnees.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I pulled out of him and kissed him while he masturbated	SenatorJohnKennedy_IPullOutOfHimAndKissedHimWhileHeMasturbated.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
I want you inside of me	SenatorJohnKennedy_IWantYouInsideOfMe.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
He asked me to turn over while he slipped a condom on himself	SenatorJohnKennedy_SlippedACondomOn.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
He got on top and slowly inserted himself into me	SenatorJohnKennedy_SlowlyInsertedIntoMe.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
This was MY ASS	SenatorJohnKennedy_ThisWasMyAss.mp3	Leftovers	57	09-14-2023	5526	John Kennedy	https://www.youtube.com/watch?v=EeFuFKH-uOo&t=5526	
And DICK too!	Obama_AndDickToo.mp3	AfterDark	119	09-08-2023	274	Barrack Obama	https://www.youtube.com/watch?v=uJVzxi2WNGw&t=274	
Now entering GLIZZY OVERDRIVE	JasonReborn_FullGlizzyOverDrive.mp3	AfterDark	117	08-25-2023	3859	Jason.Reborn	https://www.youtube.com/watch?v=HbATtwgldBw&t=3859	
*INTENSE GLIZZY NOISES*	JasonReborn_GlizzyOverdriveConsumption.mp3	AfterDark	117	08-25-2023	3877	Jason.Reborn	https://www.youtube.com/watch?v=HbATtwgldBw&t=3877	
Dont call him a fat pig	Trump_DontCallHimAFatPig.mp3	Leftovers	54	08-10-2023	6657	Donald Trump	https://www.youtube.com/watch?v=Pi6I56w96nE&t=6657	
EXTREMELY WET	Trump_ExtremelyWet.mp3	Leftovers	54	08-10-2023	6581	Donald Trump	https://www.youtube.com/watch?v=Pi6I56w96nE&t=6581	
Its about 104 or 5 degrees in this room	Trump_Its104Or5DegressInThisRoom.mp3	Leftovers	54	08-10-2023	6581	Donald Trump	https://www.youtube.com/watch?v=Pi6I56w96nE&t=6581	
Please do not call him a fat pig	Trump_PleaseDoNotCallHimAFatPig.mp3	Leftovers	54	08-10-2023	6657	Donald Trump	https://www.youtube.com/watch?v=Pi6I56w96nE&t=6657	
Cappuccino	DJKhaled_Cappuccino.mp3	H3TV	86	08-07-2023	1935	DJ Khaled	https://youtu.be/8UizTBc6FP8&t=1935	
Tell em to bring out the whole ocean!	DJKhaled_TheWholeOcean.mp3	H3TV	85	07-31-2023	5171	DJ Khaled	https://youtu.be/ETvW-4y6gMw&t=5171	
The death bell tolls.	Misc_DeathBell.mp3	Leftovers	52	07-27-2023	3077		https://www.youtube.com/watch?v=JeUGqefy2TQ&t=3077	
At least Ive seen what a vagina looks like	Tipster_VaginaLooksLike.mp3	AfterDark	112	07-21-2023	922	Tipster	https://www.youtube.com/watch?v=xTsLjVLC__U&t=922	
Wheres my shoompa loompa?	Love_WheresMyShoompaLoompa.mp3	AfterDark	111	07-14-2023	9012	Love	https://www.youtube.com/watch?v=zqZW2EYb9YE&t=9012	
Fart Joke!	ColleenBallinger_FartJoke.mp3	H3TV	82	07-10-2023	7978	Colleen Ballinger	https://youtu.be/eb8z8kaekfw&t=7978	
Fuck me right?	ColleenBallinger_FuckMeRight.mp3	H3TV	82	07-10-2023	8593	Colleen Ballinger	https://youtu.be/eb8z8kaekfw&t=8593	
WHAT?!	Ethan_BFFTWHAT.mp3	H3TV	82	07-10-2023	7978	Ethan	https://youtu.be/eb8z8kaekfw&t=7978	
Im not gonna read it FUCK YOU	HowieMandel_ImNotGonnaReadIt.mp3	Live	1	06-23-2023	3910	Howie Mandel	https://youtu.be/ShNedjrsI_E&t=3910	
Show Us!! ...	HowieMandel_ShowUs.mp3	Live	1	06-23-2023	2581	Howie Mandel	https://youtu.be/ShNedjrsI_E&t=2581	
Stop with the tomatoes!	JimmieLee_StopWithTheTomatoes.mp3	Live	1	06-23-2023	5414	Jimmie Lee	https://youtu.be/ShNedjrsI_E&t=5414	
I NEVER DID. I NEVER DID. I NEEEVER DID!	Boogie_INeverDid.mp3	OTR	77	06-21-2023	1293	Boogie2988	https://www.youtube.com/watch?v=9Kwq6HfbrbU&t=1293	
Boom, Boom, Boom! Now let me hear you say WAY-HO!	Misc_BoomBoomBoomNowLetMeHearYouSayWayho.mp3	H3TV	81	06-19-2023	1309	Misc	https://youtu.be/bD3yMLPhozo&t=1309	
Cheers my dude	Tipster_CheersMyDude.mp3	AfterDark	110	06-16-2023	14	Tipster	https://www.youtube.com/watch?v=7oD8nY2Zssk&t=14	
I did everything right and the indicted me	DonaldTrump_IDidEverythingRightAndTheyIndictedMe.mp3	Leftovers	50	06-15-2023	2458	Donald Trump	https://www.youtube.com/watch?v=GURoXvLOmYA&t=2458	
You know the age where we burn the witch? ...	AbaAndPreach_BurnTheWitch.mp3	AfterDark	108	06-02-2023	12939	Aba and Preach	https://www.youtube.com/watch?v=5tqh5bW7o7U&t=12939	
The omelette of KNOWLEDGE	AbaAndPreach_OmeletteOfKnowledge.mp3	AfterDark	108	06-02-2023	12968	Aba and Preach	https://www.youtube.com/watch?v=5tqh5bW7o7U&t=12968	
This filter is suppose to make you look like BAHBEE	Mikayla_LookLikeBarbie.mp3	OTR	74	05-31-2023	10365	Mikayla Nogueira	https://www.youtube.com/watch?v=0ERGVU8l6Es&t=10365	
MAKEUP BAG	Mikayla_MAKEUPBAG.mp3	H3TV	78	05-22-2023	7217	Mikayla Nogueira	https://youtu.be/5C0VjNTsjk8&t=7217	
KIM KARDASHIAN	Mikayla_KIMKARDASHIAN.mp3	OTR	72	05-17-2023	1847	Mikayla Nogueira	https://www.youtube.com/watch?v=j_lLeMIwlmE&t=1847	
KIM KARDASHIAN	Sam_KIMKARDASHIAN.mp3	OTR	72	05-17-2023	1847	Sam	https://www.youtube.com/watch?v=j_lLeMIwlmE&t=1847	
Dan... Is jealous of me	RichLux_DanIsJealousOfMe.mp3	SYNT	31	05-16-2023	2284	Rich Lux	https://youtu.be/zOYZ3XMGjUM&t=2284	
Dan is the Queen cant do nothing wrong!	RichLux_DanIsTheQueen.mp3	SYNT	31	05-16-2023	2805	Rich Lux	https://youtu.be/zOYZ3XMGjUM&t=2805	
I cant STAND Dan	RichLux_ICantStandDan.mp3	SYNT	31	05-16-2023		Rich Lux	https://youtu.be/zOYZ3XMGjUM&t=	
FAT FAT FAT FAT	XQC_FatFatFatFat.mp3	H3TV	77	05-15-2023	2838	XQC	https://youtu.be/gTbcIW2L2PA&t=2838	
I AM A SURGEON	TheGoodDoctor_IAmASurgeon.mp3	OTR	71	05-10-2023	6496	The Good Doctor	https://www.youtube.com/watch?v=WNCTjh7s0Z0&t=6496	
Nooo!	TheGoodDoctor_No.mp3	OTR	71	05-10-2023	6622	The Good Doctor	https://www.youtube.com/watch?v=WNCTjh7s0Z0&t=6622	
No-No-Nooo!	TheGoodDoctor_NoNoNo.mp3	OTR	71	05-10-2023	6622	The Good Doctor	https://www.youtube.com/watch?v=WNCTjh7s0Z0&t=6622	
That doesnt work for me eiiiither	StevenCrowder_ThatDoesntWorkEither.mp3	AfterDark	103	04-28-2023	3345	Steven Crowder	https://www.youtube.com/watch?v=LWRDQIrF8tc&t=3345	
MAYO FOR SAM!!	JoeBiden_MayoForSam.mp3	H3TV	73	04-17-2023	10773	Joe Biden	https://youtu.be/SasopDoAz14&t=10773	
Gayy	SunnyV2_Gay.mp3	AfterDark	101	04-14-2023	7826	SunnyV2	https://www.youtube.com/watch?v=r6vG1VKGnOo&t=7826	
Suck... My Tongue	DalaiLama_SuckMyTongue.mp3	OTR	67	04-12-2023	5349	Dalai Lama	https://www.youtube.com/watch?v=hLMJZkI9Afc&t=5349	
Grandpas feeling a little frisky	KidRock_GrandpasFeelingALittleFrisky.mp3	Podcast	269	04-07-2023	2950	Kid Rock	https://youtu.be/iq9a-cP0T2g&t=2950	
Lesbians	JesseLeePeterson_Lesbians.mp3	H3TV	71	04-03-2023	5825	Jesse Lee Peterson	https://youtu.be/bVCmTR9UumY&t=5825	
Amazin'!	JesseLeePeterson_Amazin.mp3	H3TV	71	04-03-2023	5858	Jesse Lee Peterson	https://youtu.be/bVCmTR9UumY&t=5858	
You got me!	Love_YouGotMe.mp3	AfterDark	100	03-31-2023	7798	Love	https://www.youtube.com/watch?v=MgwMZS-9MBg&t=7798	
*Does God know youre gay?*	JesseLeePeterson_DoesGodKnowYoureGay.mp3	H3TV	70	03-27-2023	3555	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3555	
I didnt know you were gay!	JesseLeePeterson_IDidntKnowYouWereGay.mp3	H3TV	70	03-27-2023	3555	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3555	
Thas Min Blowin	JesseLeePeterson_MindBlowin.mp3	H3TV	70	03-27-2023	3514	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3514	
REeAAally?!	JesseLeePeterson_Reaaaally.mp3	H3TV	70	03-27-2023	3514	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3514	
REeAAally?! Thas Min Blowin	JesseLeePeterson_REAALLYThatsMindblowin.mp3	H3TV	70	03-27-2023	3514	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3514	
You Gay?	JesseLeePeterson_YouGay.mp3	H3TV	70	03-27-2023	3555	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3555	
You Gaaay?!	JesseLeePeterson_YouGay2.mp3	H3TV	70	03-27-2023	3555	Jesse Lee Peterson	https://youtu.be/c3DrrRpa-Kg&t=3555	
DEEZ NUTS	DonnaKlein_DeezNuts.mp3	AfterDark	99	03-24-2023	10100	Donna Klein	https://www.youtube.com/watch?v=FkTrjT_PDDc&t=10100	
